opportunity_id,category,code,created_at,currency_type,duration,duration_type,fee,image_link,is_archived,is_auto_approve,last_date_to_apply,location,long_description,microscholarship,modified_at,name,role,role_responsibility,short_description,summary,is_likely_test_data,has_badge,has_career_addon,has_panellist,has_dropout_transaction,has_not_started_transaction,num_cohorts,num_eligibility_criteria,num_rewards,num_testimonials,num_tracking_questions
Opportunity#00000000107VBKKMWC5DWE5KJC,Event,ETTNH76,2024-03-09 16:00:00,,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010473BKP36E18RZKRY_image_link.jpeg,,False,2019-06-08 13:20:00,Work From Home,,0.0,2024-03-09 16:00:00,Event Automation 1709117710358,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,False,False,False,False,False,1,0,0,0,0
Opportunity#0000000010QDR3RRTRS6XJMF8A,Course,U89MMHR,2024-07-03 09:46:40,,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010RHNTPSPCTS1P7DT7_image_link.jpeg,,False,2019-06-08 13:20:00,Virtual,,0.0,2024-07-03 09:46:40,Course Automation 1720692417651,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,False,False,False,False,False,1,0,0,0,0
Opportunity#00000000103G9R53MENXYPP0B6,JobSimulation,J1EO8D9,2025-06-15 15:06:40,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010VNXRS8SXSPXC2BPK_image_link.png,,False,2025-06-15 15:06:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-06-15 15:06:40,Job Simulation Automation 1745414948037,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#0000000010WTJK9PDEJHRMSW8W,Internship,IEZDCV5,2025-10-09 08:53:20,USD,82.0,Days,71.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000100GDBEXQFQ4RAZNJN_image_link.jpg,,False,2026-02-02 02:40:00,Work From Home,Quia illum ea porro,30.0,2025-10-09 08:53:20,Cupiditate dolorem n,,,Ratione sunt adipisci rerum nulla ex voluptates culpa quisquam necessitatibus,,False,True,False,False,False,False,1,1,1,0,4
Opportunity#00000000103GS14Y894JSXVCYZ,Competition,MO10OB4,2026-02-02 02:40:00,USD,2.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010KTP21VM377HK28R7_image_link.jpg,,False,2026-02-02 02:40:00,Virtual,"If Fee value is greater than zero, Cohort size will automatically set to 2500If Fee value is greater than zero, Cohort size will automatically set to 2500If Fee value is greater than zero, Cohort size will automatically set to 2500If Fee value is greater than zero, Cohort size will automatically set to 2500",0.0,2026-02-02 02:40:00,0000000010Y5B0KKSNYFQR1KKN,,,"If Fee value is greater than zero, Cohort size will automatically set to 2500If Fee value is greater than zero, Cohort size will automatically set to 2500If Fee value is greater than zero, Cohort size",,False,True,False,False,False,False,1,1,2,0,3
Opportunity#0000000010PFPNRB3TDXWSV0GF,Course,UN9IDCZ,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Course Automation 1692361213157,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,3,0
Opportunity#0000000010YWXFY6DTQ1RTVBTC,Event,E7GSCDQ,2023-07-22 04:26:40,USD,28.0,Hours,54.0,Eiusmod est veniam,,True,2023-11-14 22:13:20,,Cillum corrupti seq,97.0,2023-07-22 04:26:40,Event1,,,Animi molestiae eveniet numquam temporibus non perferendis corporis eaque velit,,False,True,False,True,False,False,2,3,2,0,0
Opportunity#000000001078BR1SWZRG42KGJF,Internship,IQQM3AK,2026-02-02 02:40:00,USD,30.0,Weeks,100.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000101JJ3K8KKE8XJRDKS_image_link.png,,False,2026-02-02 02:40:00,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2026-02-02 02:40:00,Internship Automation 1768806634913,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,5
Opportunity#0000000010YXG5DQA7Q5DWS4AC,Career,AOKIH2L,2024-07-03 09:46:40,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010HYNZGFG0X3F4RTTQ_image_link.jpeg,,False,2024-10-27 03:33:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Careerwishlist Automation 1721198099268,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,3
Opportunity#000000001078EJH4WX0B15SN3X,JobSimulation,JH0LYP8,2024-07-03 09:46:40,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010JQZ23ADZ25EPXF4V_image_link.jpeg,,False,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Job Wishlist Automation 1723090399327,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,3
Opportunity#000000001078NAREYRTWPN469P,Engagement,N2KEJIQ,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000102JY0C0Z0XXRANSXK_image_link.jpeg,,False,2024-07-03 09:46:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Engagement Automation 1714047894534,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010WTKF34PY3WG2JTMM,Internship,I1RZL05,2025-10-09 08:53:20,INR,3.0,Weeks,10.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010VMSAZB6EE0844V8Z_image_link.jpeg,,False,2025-10-09 08:53:20,Virtual,long description,100.0,2025-10-09 08:53:20,internship demo 1,Intern,,short,,False,True,False,False,False,False,3,1,1,0,4
Opportunity#000000001078W2C23VWKWMTRYK,Internship,IPD6UOB,2024-10-27 03:33:20,USD,30.0,Weeks,100.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010M69BA42QPVS57M14_image_link.png,,False,2024-10-27 03:33:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-02-19 21:20:00,Internship Automation 1727802373250,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,5,4
Opportunity#00000000103HW7A0J4Y8V117XA,Event,EPKI6M9,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Event Automation 1686937969380,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010WTV9YKY02TWZKFSB,Course,U265KVC,2024-10-27 03:33:20,USD,30.0,Weeks,100.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010NAHN6W9D5MBA8ZQ4_image_link.png,,True,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Course Automation 1728030609003,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,4
Opportunity#000000001078W331QXPNDD15C5,Competition,MJKOXQE,2025-02-19 21:20:00,USD,1.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010W1YSQBWBZ2ZD78KG_image_link.jpg,,True,2025-06-15 15:06:40,,aaaaa,0.0,2025-06-15 15:06:40,auto-test,,,aaaa,,True,True,False,False,False,False,1,1,1,1,3
Opportunity#0000000010WVHKDR2WA0ABFZNA,Internship,IL7OUL4,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Autoamtion Internshipgps1689930021772,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#000000001078YM5GEKFE4GTBTE,Internship,IKWCRG3,2025-06-15 15:06:40,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010AG0Z00YHHHQCJFB0_image_link.png,,False,2025-10-09 08:53:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-10-09 08:53:20,Internship module testing - 4,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,True,True,False,False,False,False,2,1,2,0,8
Opportunity#000000001079BASABN2W3WQKBN,Internship,I04DRV1,2024-07-03 09:46:40,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010GMB1JF3VMJH58C41_image_link.jpeg,,False,2024-07-03 09:46:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-07-03 09:46:40,Internship Automation 1714126313818,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#000000001079S0BSF44HQN783D,Course,U1R72Q1,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010AJ603BGR7VG9G756_image_link.jpeg,,False,2024-07-03 09:46:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Course Automation 1713791622624,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010Z204QT4CMQK980EN,Internship,IIIVO1D,2025-10-09 08:53:20,USD,10.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010QMFMYRQ9AJXHQQ3W_image_link.jpg,,False,2025-10-09 08:53:20,Virtual,l,0.0,2025-10-09 08:53:20,Test101103,,,s,,False,True,False,False,False,False,1,1,2,0,2
Opportunity#0000000010AYX80BV5WEDV1W5W,Career,AOA1WBK,2023-11-14 22:13:20,EUR,5.0,Hours,0.0,sasrfd,,True,2023-11-14 22:13:20,Virtual,dfadf,1.0,2023-11-14 22:13:20,career,,aesd,afsdg,,False,True,True,False,False,False,1,1,1,0,0
Opportunity#00000000103MYN5Z2V8S5DC3AY,Competition,MUHCP91,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Team Competition Automation 1692003132783,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010WWMNS6654ZFVM8RC,Internship,ISH5PE5,2023-11-14 22:13:20,USD,90.0,Days,19.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/WorkItem#0000000010ESPMRAX9B24SMSFJ_1694413338444_profile.jpg,,False,2023-11-14 22:13:20,,Quam eveniet do nul,54.0,2023-11-14 22:13:20,GI1,,,Sit aliquam distinctio Doloribus laborum tempora minim qui ullam,,False,True,False,False,False,False,3,3,2,0,0
Opportunity#0000000010WXBEV1Y0BRR2XEVE,Career,AB5D5Q2,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_000000001099DFNXSKKSNB0VKC_image_link.jpeg,,False,2024-07-03 09:46:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Careerwishlist Automation 1713595578065,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#00000000107AN1CGXHSHFA7K59,Career,A25GFVQ,2024-03-09 16:00:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010B5GY8YP3DGDFTXAK_image_link.jpeg,,False,2024-07-03 09:46:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Career Automation 1713791458639,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#0000000010Z42B91ADJ0WGMM0N,JobSimulation,JFEI58L,2024-10-27 03:33:20,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000108VF46YYZ5PJCN1N1_image_link.png,,False,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Job Simulation Automation 1726060287223,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#00000000103NZHZG9CB2JME3ZQ,Competition,MECRHYM,2024-10-27 03:33:20,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010TTQF8NAHNKV5X9QP_image_link.png,,True,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Single Competition Automation 1728286437721,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#0000000010PSESHR3W5ZVKKXAF,Career,AIHUASH,2026-02-02 02:40:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010CVSY486AVD763T42_image_link.png,,False,2026-02-02 02:40:00,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2026-02-02 02:40:00,Career Automation 1769082614072,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,4
Opportunity#0000000010Z5NRKA0D5PCB7858,Course,UXZGYQB,2025-02-19 21:20:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010ACQ9F0RHMRWT88Y2_image_link.png,,True,2025-06-15 15:06:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-02-19 21:20:00,Course Automation 1742382450124,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,4
Opportunity#00000000107AR8K85D2PC38WVG,Event,EYHQL49,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,True,False,2023-07-22 04:26:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Event Automation 1687813004465,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,3,0
Opportunity#00000000107AZGW0CRKZ65EXQ7,Career,AVIEXLD,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Career Automation 1695305904448,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#00000000107BBV0S7KY112YSQX,Internship,IQ6CGLN,2026-02-02 02:40:00,USD,4.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2026-02-02 02:40:00,Work From Home,"Ready to experience what it鈥檚 like to manage projects from start to finish? As an Associate Project Management Intern, you鈥檒l play a key role in helping design and structure four new experiential internship programs for early-career talent in project management.%0A%0ADuring the program, you鈥檒l:%0A%0ACollaborate with your team to align goals and plan the project cycle step by step.%0AGenerate and refine internship themes based on real project management challenges.%0ADesign four internship briefs with problem statements, weekly activities, deliverables, role titles, and skill outcomes.%0AUse a project management tool of your choice to plan timelines, visualize structure, and assign roles.%0ABuild skills in planning, collaboration, and communication while turning strategy into design.%0ABy the end of the internship, you鈥檒l have hands-on experience in project planning and execution, preparing you for roles in project management, coordination, or team leadership.",120.0,2026-02-02 02:40:00,Project Management Associate Early Remote Internship,,,"Join this internship to design real-world project management programs, build structured plans, and develop key skills using modern tools for career growth.",,False,True,False,False,False,False,1,1,1,0,8
Opportunity#00000000107BZDJSGTAEF927J3,JobSimulation,JXQQWKZ,2025-02-19 21:20:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010HEZ52GW35SY07V9N_image_link.png,,False,2025-06-15 15:06:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-02-19 21:20:00,Job Simulation Automation 1742472790257,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,2,1,2,0,4
Opportunity#00000000107BZPPMCNMXXV2DZH,Internship,IEQ60EB,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Internship Automation 1689865732497,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000107CPQS9XJ79EN8W6P,Internship,I5DJFG4,2026-02-02 02:40:00,USD,1.0,Months,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010GSW8YB28S6EEHZ00_image_link.png,,False,2026-02-02 02:40:00,,Short Description,0.0,2026-02-02 02:40:00,Local Testing class based V1,,,Short Description,,True,True,False,False,False,False,1,1,1,0,6
Opportunity#00000000103SNG1DQ5AV9XDZ50,Event,EBMJB70,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,True,False,2023-07-22 04:26:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Event Automation 1687640079962,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,3,0
